NEWID,SEQNO,INTERI,ALCNO,ADLTCLOX,ADLT_LOX,CHLDCLOX,CHLD_LOX,CLOGFTX,CLOGFTX_,QYEAR
04549594,2,4,0,150,D,150,D,0,D,20213
04549614,3,4,0,400,D,,A,40,D,20213
04549654,3,4,0,620,D,,A,100,D,20213
04549674,1,4,0,50,F,,A,300,F,20213
04549684,1,4,0,0,D,,A,0,D,20213
04549734,2,4,0,80,D,,A,0,D,20213
04549744,6,4,0,300,D,300,D,400,D,20213
04549774,5,4,0,20,D,150,D,0,D,20213
04549784,4,4,0,150,D,,A,0,D,20213
04549794,4,4,0,278,D,,A,0,D,20213
04549814,2,4,0,600,D,,A,0,D,20213
04549874,1,4,0,25,D,,A,0,D,20213
04549884,2,4,0,100,D,,A,0,D,20213
04549894,1,4,0,200,D,,A,0,D,20213
04549914,1,4,0,100,D,,A,0,D,20213
04549924,1,4,0,400,D,,A,0,D,20213
04549954,4,4,0,255,D,,A,200,D,20213
04550004,2,4,0,300,D,,A,0,D,20213
04550034,5,4,0,310,D,,A,50,D,20213
04550044,2,4,0,600,D,,A,100,D,20213
04550064,1,4,0,0,D,,A,0,D,20213
04550084,1,4,0,0,D,,A,0,D,20213
04550104,1,4,0,100,D,120,D,0,D,20213
04550124,4,4,0,100,D,100,D,0,D,20213
04550154,1,4,0,600,D,0,D,0,D,20213
04550184,1,4,0,0,D,,A,0,D,20213
04550194,1,4,0,50,D,,A,0,D,20213
04550274,1,4,0,70,D,,A,0,D,20213
04550324,2,4,0,125,D,,A,65,D,20213
04550354,1,4,0,0,D,,A,0,D,20213
04550364,2,4,0,105,D,50,D,0,D,20213
04550374,2,4,0,350,D,,A,0,D,20213
04550384,3,4,0,69,F,300,F,40,F,20213
04550394,1,4,0,70,D,,A,0,D,20213
04550414,2,4,0,200,D,300,D,50,D,20213
04550424,1,4,0,0,D,,A,0,D,20213
04550434,1,4,0,200,D,,A,0,D,20213
04550454,1,4,0,0,D,,A,0,D,20213
04550474,2,4,0,200,D,300,D,0,D,20213
04550584,1,4,0,200,D,,A,0,D,20213
04550594,2,4,0,0,D,,A,0,D,20213
04550624,2,4,0,0,D,,A,0,D,20213
04550644,7,4,0,2100,D,900,D,200,D,20213
04550654,2,4,0,200,D,200,D,100,D,20213
04550694,2,4,0,0,D,,A,15,D,20213
04550764,4,4,0,0,D,100,D,0,D,20213
04550774,4,4,0,220,D,,A,150,D,20213
04550814,1,4,0,100,D,,A,0,D,20213
04550904,2,4,0,0,D,,A,0,D,20213
04550924,1,4,0,100,D,,A,100,D,20213
04551014,2,4,0,600,D,,A,240,D,20213
04551024,1,4,0,1000,D,,A,0,D,20213
04551044,1,4,0,30,D,,A,0,D,20213
04551064,6,4,0,150,D,,A,0,D,20213
04551084,1,4,0,150,D,175,D,0,D,20213
04551114,1,4,0,200,D,,A,0,D,20213
04551134,1,4,0,0,D,,A,0,D,20213
04551154,1,4,0,0,D,,A,0,D,20213
04551174,3,4,0,300,F,200,D,0,D,20213
04551194,1,4,0,100,D,,A,0,D,20213
04551254,3,4,0,100,D,,A,100,D,20213
04551294,3,4,0,40,D,,A,0,D,20213
04551304,1,4,0,0,D,,A,0,D,20213
04551314,2,4,0,600,D,,A,0,D,20213
04551334,3,4,0,796,D,,A,0,D,20213
04551364,1,4,0,300,D,,A,0,D,20213
04551394,1,4,0,0,D,210,D,0,D,20213
04551434,1,4,0,0,D,,A,0,D,20213
04551464,1,4,0,0,D,0,D,0,D,20213
04551484,2,4,0,195,D,,A,0,D,20213
04551514,1,4,0,0,D,100,D,0,D,20213
04551524,1,4,0,0,D,,A,0,D,20213
04551534,2,4,0,250,D,100,D,0,D,20213
04551544,1,4,0,0,D,,A,0,D,20213
04551564,1,4,0,0,D,,A,0,D,20213
04551624,1,4,0,50,D,,A,0,D,20213
04551674,12,4,0,20,D,,A,0,D,20213
04551694,3,4,0,400,D,,A,200,D,20213
04551764,3,4,0,16,D,,A,0,D,20213
04551824,1,4,0,300,D,,A,0,D,20213
04551904,1,4,0,0,D,,A,0,D,20213
04551914,1,4,0,150,D,,A,70,D,20213
04551924,2,4,0,200,D,100,D,50,D,20213
04551954,1,4,0,0,D,,A,0,D,20213
04551974,1,4,0,100,D,400,D,0,D,20213
04552034,1,4,0,50,D,,A,0,D,20213
04552074,2,4,0,300,D,250,D,0,D,20213
04552084,1,4,0,800,D,,A,100,D,20213
04552094,1,4,0,200,D,,A,0,D,20213
04552124,1,4,0,55,D,,A,0,D,20213
04552134,1,4,0,0,D,0,D,0,D,20213
04552154,1,4,0,600,D,,A,0,D,20213
04552164,1,4,0,20,D,,A,0,D,20213
04552184,1,4,0,0,D,100,D,0,D,20213
04552204,4,4,0,365,D,,A,0,D,20213
04552244,1,4,0,120,D,,A,125,D,20213
04552294,1,4,0,160,D,,A,0,D,20213
04552374,5,4,0,357,D,,A,0,D,20213
04552384,1,4,0,200,D,,A,0,D,20213
04552404,1,4,0,250,D,,A,0,D,20213
04552414,1,4,0,0,D,,A,0,D,20213
04552424,6,4,0,2000,D,5000,D,400,D,20213
04552454,2,4,0,500,D,,A,300,D,20213
04552504,2,4,0,500,D,,A,0,D,20213
04552524,4,4,0,0,D,,A,0,D,20213
04552554,1,4,0,300,D,400,D,50,D,20213
04552564,1,4,0,200,D,,A,150,D,20213
04552574,10,4,0,470,D,300,D,0,D,20213
04552604,1,4,0,600,D,200,D,0,D,20213
04552664,1,4,0,0,D,,A,0,D,20213
04552714,3,4,0,200,D,0,D,0,D,20213
04552754,2,4,0,925,D,245,D,0,D,20213
04552784,1,4,0,0,D,,A,0,D,20213
04552824,3,4,0,600,D,400,D,0,D,20213
04552854,2,4,0,200,D,,A,0,D,20213
04552904,5,4,0,1000,D,1000,D,0,D,20213
04552914,5,4,0,700,D,300,D,300,D,20213
04552994,3,4,0,200,D,,A,0,D,20213
04553004,1,4,0,100,D,200,D,0,D,20213
04553024,2,4,0,350,D,550,D,0,D,20213
04553044,16,4,0,9,D,100,D,0,D,20213
04553114,1,4,0,500,D,,A,0,D,20213
04553124,3,4,0,50,D,,A,0,D,20213
04553164,1,4,0,0,D,,A,0,D,20213
04553184,4,4,0,130,D,,A,50,D,20213
04553194,1,4,0,140,D,,A,0,D,20213
04553234,2,4,0,300,D,,A,100,D,20213
04553254,2,4,0,11,D,,A,0,D,20213
04553264,2,4,0,0,D,,A,0,D,20213
04553274,1,4,0,400,D,250,D,75,D,20213
04553404,4,4,0,12,D,,A,0,D,20213
04553414,3,4,0,200,D,100,D,0,D,20213
04553444,1,4,0,100,D,350,D,0,D,20213
04553464,4,4,0,180,D,,A,60,D,20213
04553514,1,4,0,0,D,,A,0,D,20213
04553524,1,4,0,40,D,,A,0,D,20213
04553534,1,4,0,0,D,,A,0,D,20213
04553564,1,4,0,500,F,,A,100,F,20213
04553584,1,4,0,0,D,,A,0,D,20213
04553614,4,4,0,691,D,,A,0,D,20213
04553634,1,4,0,250,D,100,D,0,D,20213
04553644,4,4,0,175,D,,A,0,D,20213
04553654,3,4,0,80,D,,A,0,D,20213
04553704,1,4,0,200,D,50,D,150,D,20213
04553734,3,4,0,150,D,,A,0,D,20213
04553744,2,4,0,150,F,,A,0,D,20213
04553764,1,4,0,400,D,350,D,0,D,20213
04553834,1,4,0,0,D,,A,0,D,20213
04553884,1,4,0,100,D,,A,260,D,20213
04553964,1,4,0,0,D,,A,0,D,20213
04553984,1,4,0,0,D,,A,0,D,20213
04553994,1,4,0,300,D,,A,0,D,20213
04554024,1,4,0,100,D,150,D,0,D,20213
04554054,3,4,0,0,D,,A,0,D,20213
04554084,5,4,0,300,D,,A,0,D,20213
04554094,1,4,0,250,D,,A,0,D,20213
04554114,1,4,0,250,D,,A,0,D,20213
04554194,2,4,0,0,D,,A,0,D,20213
04554234,1,4,0,200,D,200,D,0,D,20213
04554274,3,4,0,0,D,,A,0,D,20213
04554304,4,4,0,533,D,533,D,0,D,20213
04554364,3,4,0,0,D,,A,0,D,20213
04554374,1,4,0,0,D,,A,0,D,20213
04554394,1,4,0,60,D,,A,0,D,20213
04554414,1,4,0,100,D,,A,250,D,20213
04554454,1,4,0,0,D,,A,0,D,20213
04554464,3,4,0,300,D,375,D,0,D,20213
04554474,2,4,0,200,D,,A,0,D,20213
04554504,3,4,0,0,D,,A,0,D,20213
04554524,1,4,0,0,D,0,D,0,D,20213
04554544,4,4,0,116,D,640,D,0,D,20213
04554564,1,4,0,0,D,,A,42,D,20213
04554584,1,4,0,0,D,,A,0,D,20213
04554614,3,4,0,0,D,,A,0,D,20213
04554624,1,4,0,350,D,,A,45,D,20213
04554634,4,4,0,534,D,,A,0,D,20213
04554664,1,4,0,0,D,,A,0,D,20213
04554674,2,4,0,500,D,500,D,0,D,20213
04554694,3,4,0,30,D,,A,0,D,20213
04554764,1,4,0,600,D,,A,0,D,20213
04554784,1,4,0,0,D,,A,0,D,20213
04554834,1,4,0,150,D,,A,0,D,20213
04554844,3,4,0,200,D,400,D,0,D,20213
04554854,3,4,0,250,D,250,D,0,D,20213
04554904,4,4,0,0,D,,A,0,D,20213
04554944,1,4,0,300,D,500,D,0,D,20213
04554964,1,4,0,230,D,,A,0,D,20213
04554974,1,4,0,100,D,,A,0,D,20213
04555074,1,4,0,0,D,,A,0,D,20213
04555184,1,4,0,200,D,,A,0,D,20213
04555214,1,4,0,0,D,,A,0,D,20213
04555224,2,4,0,500,D,,A,0,D,20213
04555254,1,4,0,0,D,150,D,0,D,20213
04555274,2,4,0,225,D,,A,0,D,20213
04555304,6,4,0,400,D,,A,0,D,20213
04555334,2,4,0,750,D,0,D,0,D,20213
04555364,5,4,0,900,D,,A,0,D,20213
04555384,1,4,0,0,D,400,D,0,D,20213
04555394,7,4,0,97,D,,A,0,D,20213
04555404,1,4,0,40,D,,A,0,D,20213
04555434,2,4,0,80,D,,A,0,D,20213
04555464,3,4,0,250,D,,A,0,D,20213
04555524,1,4,0,0,D,140,D,0,D,20213
04555544,1,4,0,300,D,,A,0,D,20213
04555554,4,4,0,0,D,,A,0,D,20213
04555594,1,4,0,0,D,,A,0,D,20213
04555624,1,4,0,50,D,,A,0,D,20213
04555684,3,4,0,90,D,,A,0,D,20213
04555734,1,4,0,0,D,,A,0,D,20213
04555744,2,4,0,0,D,,A,0,D,20213
04555754,2,4,0,0,D,,A,0,D,20213
04555804,1,4,0,0,D,,A,0,D,20213
04555824,1,4,0,300,D,,A,0,D,20213
04555854,1,4,0,150,D,,A,100,D,20213
04555904,2,4,0,200,D,,A,0,D,20213
04555934,2,4,0,0,D,,A,0,D,20213
04555954,2,4,0,65,D,,A,0,D,20213
04555984,1,4,0,0,D,,A,0,D,20213
04556004,1,4,0,54,D,,A,0,D,20213
04556054,1,4,0,0,D,570,D,0,D,20213
04556084,3,4,0,300,D,450,D,0,D,20213
04556104,1,4,0,0,D,,A,0,D,20213
04556114,1,4,0,159,D,,A,0,D,20213
04556134,5,4,0,289,D,475,D,0,D,20213
04556154,1,4,0,0,D,,A,0,D,20213
04556244,1,4,0,0,D,,A,0,D,20213
04556294,4,4,0,70,D,,A,0,D,20213
04556314,3,4,0,40,D,260,D,0,D,20213
04556354,1,4,0,76,D,,A,0,D,20213
04556384,1,4,0,65,D,,A,45,D,20213
04556404,2,4,0,50,D,0,D,0,D,20213
04556434,4,4,0,0,D,,A,220,D,20213
04556444,1,4,0,200,D,,A,0,D,20213
04556454,1,4,0,0,D,,A,0,D,20213
04556494,1,4,0,30,D,,A,0,D,20213
04556504,1,4,0,8000,D,,A,300,D,20213
04556514,2,4,0,0,D,0,D,0,D,20213
04556544,1,4,0,25,D,,A,0,D,20213
04556634,1,4,0,0,D,,A,0,D,20213
04556664,1,4,0,40,D,,A,0,D,20213
04556674,1,4,0,0,D,,A,0,D,20213
04556684,3,4,0,2000,D,0,D,0,D,20213
04556694,1,4,0,500,D,,A,250,D,20213
04556754,2,4,0,0,D,,A,0,D,20213
04556784,1,4,0,0,D,0,D,0,D,20213
04556814,2,4,0,79,D,0,D,0,D,20213
04556864,1,4,0,200,D,,A,0,D,20213
04556914,1,4,0,0,D,,A,0,D,20213
04556924,3,4,0,0,D,,A,0,D,20213
04556944,1,4,0,100,D,,A,0,D,20213
04556974,2,4,0,1400,D,600,D,0,D,20213
04557004,1,4,0,200,D,,A,0,D,20213
04557014,7,4,0,500,D,200,D,0,D,20213
04557034,1,4,0,100,D,,A,0,D,20213
04557064,1,4,0,0,D,,A,0,D,20213
04557104,1,4,0,0,D,,A,0,D,20213
04557154,5,4,0,300,D,0,D,0,D,20213
04557194,2,4,0,0,D,0,D,0,D,20213
04557224,3,4,0,100,D,,A,0,D,20213
04557234,5,4,0,350,D,,A,0,D,20213
04557274,1,4,0,250,D,,A,0,D,20213
04557284,15,4,0,2000,D,,A,500,D,20213
04557334,1,4,0,0,D,,A,0,D,20213
04557364,1,4,0,0,D,0,D,0,D,20213
04557374,1,4,0,150,D,,A,0,D,20213
04557404,1,4,0,500,D,,A,0,D,20213
04557504,1,4,0,200,D,200,D,100,D,20213
04557534,1,4,0,0,D,0,D,0,D,20213
04557554,1,4,0,0,D,50,D,0,D,20213
04557574,1,4,0,0,D,,A,0,D,20213
04557594,1,4,0,60,D,0,D,0,D,20213
04557624,1,4,0,0,D,,A,0,D,20213
04557664,4,4,0,130,D,100,D,30,D,20213
04557734,1,4,0,0,D,,A,0,D,20213
04557744,1,4,0,200,D,,A,0,D,20213
04557754,7,4,0,350,D,350,D,0,D,20213
04557764,3,4,0,38,D,,A,0,D,20213
04557784,3,4,0,150,D,75,D,0,D,20213
04557844,2,4,0,0,D,,A,0,D,20213
04557884,6,4,0,400,D,,A,0,D,20213
04557904,2,4,0,150,D,250,D,0,D,20213
04557914,10,4,0,800,D,500,D,0,D,20213
04557924,4,4,0,69,D,20,D,0,D,20213
04557994,4,4,0,1000,D,500,D,0,D,20213
04558024,1,4,0,0,D,,A,0,D,20213
04558054,1,4,0,0,D,,A,0,D,20213
04558064,4,4,0,450,D,,A,0,D,20213
04558074,13,4,0,400,D,350,D,0,D,20213
04558094,1,4,0,200,D,70,D,0,D,20213
04558104,2,4,0,0,D,,A,0,D,20213
04558134,3,4,0,200,D,,A,100,D,20213
04558184,1,4,0,0,D,500,D,0,D,20213
04558244,1,4,0,74,D,,A,0,D,20213
04558264,1,4,0,400,D,,A,0,D,20213
04558314,2,4,0,30,D,,A,0,D,20213
04558324,3,4,0,0,D,110,D,0,D,20213
04558334,1,4,0,0,D,,A,0,D,20213
04558344,1,4,0,250,D,,A,0,D,20213
04558354,2,4,0,150,D,65,D,0,D,20213
04558364,1,4,0,0,D,,A,0,D,20213
04558384,2,4,0,0,D,350,D,0,D,20213
04558434,1,4,0,0,D,,A,0,D,20213
04558534,1,4,0,0,D,0,D,0,D,20213
04558554,1,4,0,0,D,,A,0,D,20213
04558574,3,4,0,1000,D,,A,30,D,20213
04558584,1,4,0,0,D,,A,0,D,20213
04558594,3,4,0,200,D,,A,200,D,20213
04558624,2,4,0,100,D,,A,0,D,20213
04558674,1,4,0,400,D,,A,20,D,20213
04558684,1,4,0,100,D,,A,0,D,20213
04558704,2,4,0,0,D,,A,0,D,20213
04558724,4,4,0,103,D,,A,0,D,20213
04558734,1,4,0,100,D,,A,0,D,20213
04558754,1,4,0,60,D,,A,0,D,20213
04558764,1,4,0,0,D,,A,0,D,20213
04558824,2,4,0,50,D,,A,0,D,20213
04558834,1,4,0,100,D,,A,0,D,20213
04558844,2,4,0,300,D,200,D,500,D,20213
04558894,1,4,0,80,D,,A,0,D,20213
04558984,1,4,0,200,D,240,D,0,D,20213
04559004,1,4,0,0,D,,A,0,D,20213
04559024,1,4,0,15,D,,A,30,D,20213
04559074,1,4,0,0,D,,A,0,D,20213
04559094,6,4,0,584,D,459,D,0,D,20213
04559124,1,4,0,300,D,,A,0,D,20213
04559144,2,4,0,60,D,,A,0,D,20213
04559154,1,4,0,0,D,,A,0,D,20213
04559184,5,4,0,235,D,,A,0,D,20213
04559244,1,4,0,0,D,,A,0,D,20213
04559294,4,4,0,200,D,500,D,0,D,20213
04559314,2,4,0,300,D,0,D,0,D,20213
04559354,1,4,0,300,D,,A,0,D,20213
04559364,2,4,0,0,D,,A,0,D,20213
04559374,1,4,0,600,D,,A,0,D,20213
04559414,2,4,0,150,D,,A,0,D,20213
04559434,1,4,0,100,D,,A,100,D,20213
04559474,2,4,0,0,D,500,D,0,D,20213
04559524,1,4,0,150,D,100,D,0,D,20213
04559534,1,4,0,0,D,,A,0,D,20213
04559574,2,4,0,0,D,,A,0,D,20213
04559584,3,4,0,500,D,400,D,100,D,20213
04559604,3,4,0,200,D,,A,0,D,20213
04559634,3,4,0,700,D,500,D,0,D,20213
04559644,1,4,0,0,D,,A,0,D,20213
04559654,3,4,0,1281,D,,A,70,D,20213
04559764,1,4,0,195,D,195,D,0,D,20213
04559774,1,4,0,460,D,,A,0,D,20213
04559784,1,4,0,800,D,,A,0,D,20213
04559814,7,4,0,700,D,1200,D,600,D,20213
04559844,2,4,0,0,D,,A,0,D,20213
04559924,4,4,0,600,D,,A,1000,D,20213
04559994,2,4,0,70,D,,A,0,D,20213
04560024,1,4,0,0,D,0,D,0,D,20213
04560054,3,4,0,800,F,,A,0,D,20213
04560074,3,4,0,0,D,60,D,0,D,20213
04560094,4,4,0,125,D,,A,0,D,20213
04560144,1,4,0,150,D,600,D,0,D,20213
04560174,1,4,0,100,D,300,D,0,D,20213
04560234,1,4,0,0,D,,A,0,D,20213
04560324,1,4,0,0,D,500,D,0,D,20213
04560354,3,4,0,300,D,,A,160,D,20213
04560364,4,4,0,400,D,,A,250,D,20213
04560374,2,4,0,0,D,,A,0,D,20213
04560384,1,4,0,80,D,,A,0,D,20213
04560394,1,4,0,0,D,,A,0,D,20213
04560484,1,4,0,1000,D,,A,0,D,20213
04560504,2,4,0,60,D,,A,0,D,20213
04560514,1,4,0,0,D,,A,0,D,20213
04560594,1,4,0,600,D,,A,0,D,20213
04560624,1,4,0,0,D,,A,0,D,20213
04560644,2,4,0,300,D,400,D,0,D,20213
04560674,1,4,0,300,D,,A,0,D,20213
04560694,2,4,0,100,D,,A,0,D,20213
04560704,1,4,0,300,D,300,D,0,D,20213
04560744,7,4,0,0,D,280,D,0,D,20213
04560754,1,4,0,0,D,,A,0,D,20213
04560774,2,4,0,113,D,,A,45,D,20213
04560814,1,4,0,0,D,,A,0,D,20213
04560824,1,4,0,0,D,0,D,0,D,20213
04560844,3,4,0,600,D,450,D,200,D,20213
04560904,1,4,0,166,D,,A,0,D,20213
04560934,1,4,0,40,D,,A,30,D,20213
04560944,1,4,0,150,D,,A,75,D,20213
04560954,1,4,0,225,D,225,D,0,D,20213
04561004,2,4,0,360,D,50,D,0,D,20213
04561024,6,4,0,75,D,50,D,0,D,20213
04561044,1,4,0,1000,D,,A,0,D,20213
04561094,1,4,0,690,D,,A,0,D,20213
04561104,4,4,0,80,D,175,D,0,D,20213
04561114,2,4,0,70,D,,A,0,D,20213
04561124,2,4,0,250,D,,A,50,D,20213
04561134,3,4,0,0,D,,A,0,D,20213
04561174,1,4,0,0,D,,A,0,D,20213
04561204,2,4,0,250,D,,A,0,D,20213
04561224,1,4,0,0,D,,A,0,D,20213
04561234,3,4,0,299,D,,A,120,D,20213
04561264,2,4,0,100,D,,A,0,D,20213
04561294,1,4,0,200,D,1200,D,0,D,20213
04561314,2,4,0,40,D,,A,0,D,20213
04561324,2,4,0,100,D,,A,0,D,20213
04561394,2,4,0,0,D,300,D,0,D,20213
04561404,2,4,0,600,D,,A,0,D,20213
04561424,2,4,0,30,D,,A,0,D,20213
04561434,3,4,0,2000,D,,A,0,D,20213
04561444,2,4,0,1000,D,,A,0,D,20213
04561464,3,4,0,500,D,,A,0,D,20213
04561504,4,4,0,0,D,,A,0,D,20213
04561524,2,4,0,200,D,50,D,0,D,20213
04561594,4,4,0,250,D,300,D,0,D,20213
04561604,6,4,0,650,D,,A,150,D,20213
04561634,1,4,0,200,D,,A,0,D,20213
04561644,2,4,0,0,D,120,D,0,D,20213
04561684,2,4,0,0,D,,A,0,D,20213
04561694,4,4,0,400,D,300,D,0,D,20213
04561814,2,4,0,0,D,100,D,0,D,20213
04561854,1,4,0,40,D,,A,12,D,20213
04561874,1,4,0,300,F,,A,20,F,20213
04561904,1,4,0,100,D,,A,0,D,20213
04561914,5,4,0,100,D,,A,0,D,20213
04561924,4,4,0,60,D,0,D,100,D,20213
04561984,1,4,0,100,D,,A,0,D,20213
04561994,1,4,0,0,D,200,D,0,D,20213
04562014,5,4,0,0,D,,A,0,D,20213
04562094,3,4,0,0,D,200,D,0,D,20213
04562164,1,4,0,0,D,,A,0,D,20213
04562194,2,4,0,25,D,,A,0,D,20213
04562204,2,4,0,50,D,,A,0,D,20213
04562214,1,4,0,0,D,0,D,0,D,20213
04562244,2,4,0,300,D,20,D,0,D,20213
04562254,2,4,0,60,D,,A,0,D,20213
04562274,6,4,0,700,D,,A,85,D,20213
04562294,2,4,0,150,D,,A,0,D,20213
04562314,3,4,0,200,D,300,D,0,D,20213
04562324,1,4,0,50,D,,A,0,D,20213
04562344,1,4,0,240,D,,A,0,D,20213
04562384,1,4,0,0,D,,A,0,D,20213
04562414,1,4,0,320,D,,A,0,D,20213
04562424,1,4,0,300,D,150,D,0,D,20213
04562554,1,4,0,0,D,300,D,0,D,20213
04562564,11,4,0,230,D,,A,350,D,20213
04562584,2,4,0,400,D,,A,0,D,20213
04562644,3,4,0,0,D,,A,0,D,20213
04562704,5,4,0,20,D,,A,0,D,20213
04562714,1,4,0,0,D,0,D,0,D,20213
04562734,1,4,0,40,D,,A,0,D,20213
04562764,2,4,0,0,D,300,D,0,D,20213
04562804,2,4,0,500,D,,A,0,D,20213
04562824,3,4,0,100,D,,A,0,D,20213
04562844,1,4,0,0,D,,A,0,D,20213
04562874,1,4,0,200,D,,A,0,D,20213
04562884,1,4,0,120,D,,A,0,D,20213
04562894,1,4,0,500,D,,A,300,D,20213
04562904,1,4,0,40,D,,A,0,D,20213
04562934,1,4,0,0,D,,A,0,D,20213
04562944,5,4,0,610,D,,A,0,D,20213
04562984,1,4,0,0,D,,A,0,D,20213
04563034,2,4,0,40,D,,A,0,D,20213
04563044,1,4,0,250,D,,A,0,D,20213
04563054,4,4,0,40,D,,A,60,D,20213
04563074,1,4,0,0,D,,A,0,D,20213
04563084,1,4,0,0,D,,A,0,D,20213
04563104,2,4,0,0,D,,A,0,D,20213
04563214,2,4,0,140,D,,A,0,D,20213
04563224,1,4,0,200,D,,A,0,D,20213
04563254,2,4,0,650,D,,A,237,D,20213
04563314,2,4,0,0,D,,A,0,D,20213
04563364,2,4,0,300,D,,A,0,D,20213
04563424,4,4,0,370,D,,A,0,D,20213
04563444,4,4,0,0,D,134,D,0,D,20213
04563454,3,4,0,200,D,,A,200,D,20213
04563464,1,4,0,0,D,,A,0,D,20213
04563474,1,4,0,200,D,0,D,0,D,20213
04563514,1,4,0,800,D,,A,0,D,20213
04563524,3,4,0,600,D,,A,0,D,20213
04563534,1,4,0,200,F,,A,180,F,20213
04563544,2,4,0,200,D,,A,0,D,20213
04563554,1,4,0,0,D,,A,0,D,20213
04563584,1,4,0,0,D,,A,0,D,20213
04563614,5,4,0,475,D,200,D,0,D,20213
04563624,1,4,0,200,D,,A,0,D,20213
04563644,4,4,0,400,D,,A,60,D,20213
04563734,2,4,0,50,D,,A,0,D,20213
04563764,2,4,0,300,D,,A,0,D,20213
04563804,2,4,0,0,D,,A,0,D,20213
04563814,6,4,0,330,D,,A,0,D,20213
04563854,1,4,0,250,D,,A,0,D,20213
04563874,1,4,0,0,D,,A,0,D,20213
04563884,2,4,0,60,D,,A,0,D,20213
04563894,1,4,0,250,D,,A,0,D,20213
04563914,4,4,0,500,D,,A,500,D,20213
04563934,1,4,0,200,D,300,D,0,D,20213
04563954,1,4,0,0,D,0,D,0,D,20213
04564004,1,4,0,0,D,,A,0,D,20213
04564024,2,4,0,400,D,,A,150,D,20213
04564044,1,4,0,0,D,,A,0,D,20213
04564054,1,4,0,400,D,,A,0,D,20213
04564074,1,4,0,0,D,,A,0,D,20213
04564094,2,4,0,600,D,,A,0,D,20213
04564234,2,4,0,200,D,0,D,18,D,20213
04564264,1,4,0,100,D,,A,0,D,20213
04564414,1,4,0,250,D,250,D,0,D,20213
04564434,1,4,0,0,D,,A,0,D,20213
04564574,4,4,0,900,D,,A,0,D,20213
04564664,1,4,0,0,D,,A,0,D,20213
04564674,1,4,0,0,D,,A,0,D,20213
04564704,3,4,0,30,D,,A,0,D,20213
04564724,2,4,0,0,D,350,D,0,D,20213
04564734,4,4,0,250,D,250,D,0,D,20213
04564744,1,4,0,300,D,,A,0,D,20213
04564754,2,4,0,300,D,100,D,0,D,20213
04564824,7,4,0,150,D,30,D,0,D,20213
04564844,2,4,0,200,D,,A,0,D,20213
04564864,3,4,0,0,D,1050,D,0,D,20213
04564884,1,4,0,0,D,0,D,0,D,20213
04564914,1,4,0,900,D,50,D,0,D,20213
04564934,1,4,0,200,D,0,D,0,D,20213
04564944,2,4,0,1100,D,,A,0,D,20213
04564964,2,4,0,0,D,,A,0,D,20213
04565014,1,4,0,200,D,0,D,0,D,20213
04565034,8,4,0,4500,D,,A,1000,D,20213
04565064,1,4,0,0,D,,A,0,D,20213
04565124,4,4,0,485,D,,A,0,D,20213
04565164,1,4,0,180,D,120,D,0,D,20213
04565234,4,4,0,200,D,100,D,40,D,20213
04565244,1,4,0,0,D,0,D,0,D,20213
04565264,1,4,0,175,D,,A,0,D,20213
04565284,6,4,0,300,D,,A,0,D,20213
04565444,1,4,0,0,D,,A,0,D,20213
04565484,1,4,0,0,D,,A,0,D,20213
04565504,1,4,0,0,D,,A,0,D,20213
04565514,1,4,0,0,D,,A,0,D,20213
04565554,1,4,0,450,D,,A,0,D,20213
04565654,2,4,0,250,D,,A,0,D,20213
04565674,1,4,0,0,D,,A,0,D,20213
04565694,1,4,0,30,D,400,D,0,D,20213
04565704,1,4,0,15,D,,A,0,D,20213
04565784,1,4,0,60,D,120,D,0,D,20213
04565824,1,4,0,0,D,,A,25,D,20213
04565844,3,4,0,0,D,,A,0,D,20213
04565904,2,4,0,240,D,,A,0,D,20213
04565954,2,4,0,0,D,,A,0,D,20213
04565974,1,4,0,20,D,,A,0,D,20213
04566004,1,4,0,35,F,,A,10,F,20213
04566024,1,4,0,300,D,,A,0,D,20213
04566094,1,4,0,200,D,,A,0,D,20213
04566114,2,4,0,200,D,,A,0,D,20213
04566124,1,4,0,150,D,,A,0,D,20213
04566174,4,4,0,340,D,200,D,0,D,20213
04566224,2,4,0,60,D,,A,0,D,20213
04566234,1,4,0,0,D,,A,0,D,20213
04566274,1,4,0,0,D,,A,0,D,20213
04566294,3,4,0,130,D,,A,20,D,20213
04566324,4,4,0,60,D,,A,0,D,20213
04566344,4,4,0,200,D,,A,0,D,20213
04566404,3,4,0,1200,D,,A,0,D,20213
04566414,1,4,0,100,D,,A,100,D,20213
04566464,2,4,0,60,D,,A,26,D,20213
04566504,1,4,0,200,D,500,D,0,D,20213
04566544,1,4,0,0,D,120,D,0,D,20213
04566554,3,4,0,200,F,,A,200,F,20213
04566564,6,4,0,2000,D,,A,0,D,20213
04566594,1,4,0,0,D,,A,0,D,20213
04566634,1,4,0,200,D,,A,0,D,20213
04566644,1,4,0,0,D,,A,0,D,20213
04566684,1,4,0,100,D,300,D,0,D,20213
04566724,12,4,0,65,D,,A,5,D,20213
04566814,3,4,0,0,D,,A,0,D,20213
04566824,1,4,0,418,D,,A,0,D,20213
04566854,1,4,0,0,D,0,D,0,D,20213
04566904,5,4,0,65,D,,A,0,D,20213
04566994,1,4,0,0,D,700,D,0,D,20213
04567064,1,4,0,20,D,,A,0,D,20213
